Descriptor,Count
extraordinarili,209
folk,106
parducci,6
monik,22
inland,37
redwood,11
comehith,7
mouthnumb,18
eola,10
friulano,100
gisborn,11
gusto,6
kid,16
unexcit,16
mclaren_vale,37
silkysmooth,24
australia,69
chocolateco,7
bestbarrel,11
100yearold,6
jaboulet,26
coffeebean,11
rocksolid,34
harddriv,8
set_stage,92
everyon,115
lemonflavor,12
dwell,6
infiltr,20
smolder,8
gimmick,6
fizzi,30
vanish,12
saltwat,6
taffi,7
undercut,9
barriqueag,9
rhônestyl_blend,73
mouthpleas,15
midst,13
oldworld,7
stab,6
henri,36
ambassador,18
1974,9
tongueco,6
fullthrottl,61
sundri,20
connoisseur,32
tim,8
massag,6
carbonnieux,7
goodvalu,8
blackstrap,17
heaven,19
shaw,15
garnetcolor,22
hawthorn,7
austrian,30
oakdomin,9
elimin,7
molé,9
dryish,78
peregrin,6
velvetytextur,12
eat,10
freesia,19
reced,17
untam,42
remind,78
briar,60
patch,33
met,12
develop_next,267
spicier,24
darenberg,12
warn,20
contend,20
entré,16
offnot,7
wors,23
wellchil,12
caramelflavor,19
week,34
pn,6
piecherri,17
scrambl,26
citruslik,16
hardspic,9
flatten,38
finetun,40
ten,39
volnay,40
tenderloin,35
worthwhil,16
terr,42
duo,7
lait,6
backend,13
porterhous,8
undergo,29
brain,6
ribera,71
2016–2030,8
explain,42
buco,10
afterthought,14
dineen,27
cabinet,21
adject,12
decay,13
unwrap,17
notquiterip,6
coombsvill,26
1979,8
joyous,8
eschew,8
wadenswil,6
1989,7
notwithstand,6
blindtast,7
margaret,24
topshelf,26
nake,7
australian,98
79,8
spiceflavor,7
bergerac,10
nobodi,17
acrid,29
afloat,15
escap,37
ok,80
prosecco,655
comparison,27
easytodrink,93
figgi,20
regardless,15
wallop,12
frost,17
indistinct,19
scatter,81
unyield,85
nod,30
founder,36
twice,32
loess,19
rival,21
firstrat,32
gigonda,29
legendari,44
ampli,77
ident,55
bet,107
scene,29
lucid,19
predict,66
toothpick,17
hors,104
lifesav,94
undisclos,14
lozeng,8
compostlik,6
milbrandt,41
segu,97
ghost,10
fit_bill,38
francesco,18
pistachio,76
worth_search,31
morgon,18
fiano,30
avellino,10
veal,121
meatloaf,47
vultur,19
knock,28
10000,18
disagre,46
kamptal,11
minerallik,15
discret,7
4–5,374
age_3–4,190
keep_thing,83
ammonia,28
rattl,15
ashi,29
perfumi,13
razor,30
cherryraspberri,14
glow,37
glint,12
cranberryish,21
connect,38
coonawarra,44
mochalik,9
innat,9
1983,7
bigbodi,12
blowsi,51
wine—a,16
garganega,26
wheati,9
vinyl,9
plank,11
besid,75
omin,11
semisour,19
slim,22
oakfer,11
near_term,67
sauvignonmerlot,9
dumb,31
stephen,16
lui,29
obispo,17
bore,26
expertis,10
rosella,19
honeyglaz,6
scallop,62
2009s,10
brûlée,22
ribald,12
etna,54
lecol,26
1500,9
trait,29
acidrich,12
gevreychambertin,16
70yearold,16
outset,12
romagna,19
central_itali,76
broil,35
innocu,40
function,50
fettuccin,10
ragù,22
percent,118
tanninacid,106
stablem,25
elton,8
classifi,22
recommend,138
okay,185
136,10
run_toward,88
cleanli,25
sleepi,14
toll,14
veggi,81
worst,11
bulk,55
lighterstyl,23
sicili,222
endnot,70
feudi,11
primitivo,86
princ,6
7525,9
seafood_dish,31
2–3_year,572
innov,42
pinot_nero,75
lightfram,17
bründlmayer,17
calamari,8
browni,26
pulp,93
curedmeat,10
magrez,23
wetdog,7
labouréroi,12
scandal,7
weeknight,8
mediumful,41
atyp,75
bourbon,21
sous,30
boi,40
court,22
jacqu,8
bog,7
weird,65
click,30
mucki,7
knockout,36
rochioli,20
justright,16
pitch,10
facet,18
mineralladen,22
astound,12
greg,18
brewer,6
supercharg,9
beaujolai,126
storm,8
vosneromané,14
fratelli,13
vign,29
newer,20
willow,31
ore,22
rôtie,8
bourbon_barrel,49
80yearold,12
count,59
savigni,11
newwav,9
modul,35
viosinho,7
simplic,60
tempranillobas,6
languag,9
march,51
punchbowl,16
rueda,47
146,24
modern_style,288
frill,16
cross,47
caraf,15
suppos,43
sweetandsour,108
ordinari,174
thinneddown,18
sensit,44
skunki,12
alik,11
harder,55
insolia,55
versac,6
watch,163
movi,17
laidback,10
juxtaposit,16
qualifi,54
grid,12
mediocr,23
held_back,82
add_dimens,49
prolif,6
devolv,6
sawmil,19
sunda,8
depend,124
tooth,29
els,147
sensuous,81
getgo,26
intim,9
slumber,6
lovag,6
marqui,10
2016–2025,17
chestnut,73
peoni,9
liber,118
califa,9
prettiest,9
numer,20
surviv,15
tomatobas,19
gram,6
noteworthi,34
donna,10
aglianico,92
aforement,13
145,55
citi,37
furri,86
franci,13
120,9
track_record,122
frequent,16
aperitif,47
sumeir,9
ravioli,56
ricotta,21
offgold,16
quibbl,57
disguis,7
lang,8
asianfus,6
pepperoni,19
stale,19
embryon,6
convers,8
citron,40
superintens,12
ultraclean,38
intricaci,15
intellectu,39
everi_sip,53
rwt,6
finish—a,10
heiligenstein,17
tba,21
undul,9
duval,16
penfold,19
freixenet,49
spumant,7
cabral,17
anniversari,28
250,37
seal,70
chianti_classico,261
dip,44
predecessor,30
stimul,74
doro,6
merri,26
relationship,16
08,95
deton,30
5–6_year,267
strap,32
lighterbodi,27
now–2021,6
yalumba,7
empir,12
export,7
robert,49
counterbal,25
2017–2030,6
mixedberri,11
swoon,7
swan,30
magic,87
loveli,7
marbl,10
edit,77
declar,7
noval,10
justifi,32
grind,28
card,67
tan,46
sensori,8
twin,11
champoux,77
sagemoor,31
woodward,20
kirschlik,8
gird,17
strawberryraspberri,14
confound,14
coalesc,12
lone,13
800,10
salomon,8
salsa,29
obscur,35
bourboulenc,6
lamb_beef,58
vanillaoak,27
sangio,23
everyday_fare,85
amphora,6
grave,22
dim,7
trebbiano,55
finger_food,92
trefethen,13
kudo,31
train,29
kracher,6
tbas,6
blown,8
talent,37
camp,38
billow,15
lesser,31
sold,42
jadot,9
tabla,11
moonless,9
midnight,42
bust,15
walk,64
spitz,11
montefalco,54
sagrantino,98
galor,31
2014–2020,14
2004_vintag,92
krug,25
5–7_year,81
wellregard,32
beverag,43
inc,322
3–4_year,301
slash,6
2–4,29
cult,143
bresaola,84
glycerin,89
stay_power,141
resinlik,8
vener,34
tightrop,12
superl,15
car,13
fault,92
colheita,14
contradict,24
cristom,14
vendang,15
tardiv,16
monastel,6
crackl,17
dispar,15
taster,117
biscuiti,8
respit,6
interior,17
pad,26
prestig,61
bow,9
64,17
springtim,12
bizarr,21
whop,19
super_tuscan,193
granular,51
rattlesnak,8
throttl,11
153,28
austria,38
cassisting,6
burg,12
immatur,147
lofti,15
crab,116
languid,7
attribut,117
next_6–8,99
sicilian,219
grill_fish,53
lamùri,6
bouchet,8
nouveau,48
talc_powder,95
sauvag,42
pope,19
topflight,36
butterfli,13
papillon,9
savennièr,27
next_six,315
formula,45
flexibl,18
5–10_year,73
crystalclear,9
brittan,8
disposit,67
lash,24
drape,16
cone,22
miso,10
777,17
laurel,23
buti,8
duski,9
chaser,10
hole,44
sweetseem,7
overrip_raisini,60
blatant,19
meek,24
justpick,13
onionskin,7
palateco,22
marque,8
parent,7
starr,6
cherryskin,40
keefer,8
victoir,16
crawford,14
prettier,19
correspond,15
jackson,22
rescu,21
concannon,19
panach,10
morey,11
strip,47
threegrap,16
pall,23
eiswein,23
zoom,8
farrel,18
random,6
leagu,64
limezest,14
verit,13
lowproduct,25
littleknown,25
cagnulari,6
vermentino,53
erath,33
frappato,10
brute,8
ghielmetti,7
smith,29
shore,11
least_five,137
satisfact,30
noirdomin,8
terribl,125
pulsat,13
liplick,8
anticip,35
puré,81
strident,37
smalllot,8
damné,7
southeast,16
churn,6
30yearold,23
circl,21
compound,37
past_vintag,139
abnorm,13
unfamiliar,17
cactus,14
chamboll,23
wooli,12
palpabl,27
zweigelt,88
91,11
vall,21
cinnamonlik,8
bouchard,28
220,7
nestl,9
1994,10
gut,38
enviabl,8
stalwart,19
terrass,6
felin,127
keen,75
beaujolaislik,7
gentler,22
takeout,27
argentinean,55
spaghetti,67
cellar_candid,54
dürnstein,7
renov,7
church,37
st,69
luck,8
adelaid,18
grill_sausag,54
necessarili,46
veneer,107
jalapeñolik,8
briari_brambl,126
salic,6
salentino,6
negroamaro,40
8020,61
highscor,7
141,18
siena,21
mid,22
siduri,29
casal,11
long_hangtim,78
drink_now–2014,105
someon,15
hear,9
jazz,10
sturdili,9
thrive,8
driedcherri,11
undoubt,57
bramley,6
wellripen,98
1981,9
youngest,11
wine—th,9
10yearold,28
answer,30
katnook,17
submit,6
sleev,15
gevrey,30
rosepet,27
outer,11
occur,17
trademark,59
2000s,7
charli,15
jenkin,6
professor,9
regal,18
dampen,16
adjac,11
dionysus,17
bacchus,41
garni,9
rhône_blend,90
bracken,6
cinnamondust,8
ethnic,21
barrelferment,7
intervent,22
toneddown,7
syrahlik,26
heap,48
melang,21
spoilt,25
rosi,7
ago,48
lusher,27
gnocchi,17
gorgonzola,9
weather,56
inspect,10
tough_gritti,100
lessthanrip,16
acidtannin,62
juvenil,35
unintegr,95
seghesio,7
massmarket,19
devoid,38
flora,15
tapa,22
montsant,17
darkest,35
driver,7
brambleberri,10
cousin,23
pain,18
cosset,6
pole,6
hurt,16
uninterest,14
longboard,7
6–10,10
aveleda,11
folli,6
eccentr,40
fruit—but,9
ach,6
curios,26
stretchedout,10
child,20
earthbound,7
amaron,492
choos,19
bot,9
toptier,14
jack,20
proud,62
silverado,43
spicedriven,64
laetitia,23
macrosti,10
californiastyl,19
brie,10
crow,6
feat,10
villa,119
awater,17
auxerroi,7
valentin,12
teeter,49
spunk,29
hardest,11
vivac,48
deviat,10
krem,30
northern_itali,116
casablanca,72
barrist,14
horseradish,25
retast,24
flavors—th,6
rear,74
2010s,10
seafood_salad,46
mitchel,7
67,11
moist,113
7030,53
account,54
peacock,7
sojourn,10
conflict,17
outliv,9
savoy,10
denot,12
ambercolor,8
picolit,24
humbl,8
inevit,14
distil,6
bend,7
meão,7
smile,37
ill,9
umamirich,11
7–8,23
129,7
melliflu,10
bella,30
abbey,10
infanc,14
94,9
napabas,7
forestvill,6
string,66
countrysid,7
shaker,6
bordeauxstyl,73
wide_rang,50
mud,10
larri,12
solv,6
boy,42
hallow,7
gave,20
unrel,6
rainbow,20
altamira,7
uco,26
woodgril,21
cereal,12
persuad,6
uneven,74
calib,15
photocopi,13
madr,21
sodalik,34
den,13
bravo,22
coffeelik,33
northern_rhône,50
saintjoseph,29
corpul,15
new_world,258
tenuta,54
offshoot,7
conti,8
salento,6
puglia,16
martinelli,6
impos,22
cure_beef,50
demeanor,9
landmark,32
overblown,45
drank,17
adelsheim,29
acidifi,8
prevent,35
inaccess,6
peju,13
nobil,13
whitepepp,11
kill,14
piefil,165
incarn,9
500,36
mellot,28
organicallyfarm,13
pat,14
fli,25
minus,21
opt,26
applaud,8
museum,10
pricequ,6
ratio,19
slavonian,9
yinyang,6
miguel,9
torr,26
accomplish,31
treefruit,9
workhors,31
wildberri,31
bolgheri,69
brownsugar,17
free,26
paolo,12
delicato,8
ribey,10
churchil,8
planet,8
berkeley,7
complexli,7
cranberrylik,6
palest,20
approxim,33
determin,190
resid,11
scouri,150
nofuss,118
span,62
thorni,72
plane,20
stainlessfer,9
blauburgund,6
1–2_year,71
laud,11
moschofilero,9
halibut,30
chicken_salad,42
163,10
trim,26
better_known,63
enchilada,13
salmoncolor,12
consequ,23
permit,18
tune,64
poggio,64
freedom,17
exagger,123
poster,23
complain,34
hop,13
1997,33
glass_stopper,100
readili,28
perfect_companion,61
highpric,12
goldeney,28
thanksgiv,6
hit_stride,44
worldwid,16
calanìca,6
beginn,7
recip,32
tick,6
mediev,7
monasteri,8
mediumgrain,8
spanish_cedar,99
recogniz,51
175,12
extraordinari,175
formal,33
cesari,13
bosan,7
speed,23
one_dimension,46
6–7,35
kathi,10
yum,6
coolest,42
watercress,6
fullbor,12
fidélita,10
mini,6
tastebud,59
unbeliev,18
annoy,10
chappellet,9
silver,19
spongey,8
zap,30
basa,6
coffeeting,14
parsnip,10
environ,6
relentless,12
castello,58
9010,14
genuin,173
whole_lot,100
uninspir,25
fibrous,7
amber,36
hen,26
cadaretta,10
virgini,8
bourgu,11
riserva,500
2005,615
smoke_ham,165
bricco,58
luciani,8
bussia,39
welletch,9
welldrain,6
st_laurent,22
underestim,10
traditionalist,16
oddero,9
langh,52
rocch,25
castiglion,16
amber_color,26
mesquit,175
row,21
serraboella,12
cage,13
flood_mouth,257
itch,9
bigheart,24
drink_now–2013,107
natur_rubber,111
24_month,41
gambl,75
sweetest,33
soav_classico,141
vintaged,27
ambient,6
3000,8
berrydomin,7
loganberri,39
drag,10
tonneaux,13
ripasso,357
offbeat,31
sippabl,12
har,12
appassimento,14
rheingau,23
valpolicella,234
mesquit_wood,70
bolla,14
pitfal,13
planeta,11
earn_extra,56
oakl,7
capac,12
meatbas,13
limelik,40
underw,9
tedeschi,11
shank,23
lentil,11
spoon,18
crazi,21
lightheart,18
vaulor,6
object,21
boatload,17
bump,25
flavors—,6
leav_behind,67
target,29
finger_lake,75
166,9
english,18
runcari,6
trade,70
gratif,16
bishop,9
twenti,22
buck,130
livio,6
felluga,8
northeast_itali,55
07,161
made_popular,105
argentina,104
smoothdrink,8
guard,22
loosen,54
custardi,59
flight,50
consumm,7
gourmet,12
garnetrubi,8
gingersnap_cooki,44
trocken,20
meat_dish,161
classico,59
rubycolor,110
nicest,13
peep,9
asianinspir,9
wellsuit,9
festiv,17
troubl,45
ink,44
recycl,6
paper,16
blackcurrantlik,7
rosso_di,137
finsh,23
gang,9
chardlik,11
dice,12
welldevelop,33
unreliev,14
riski,20
slam,18
cushi,8
sur,18
houchart,6
2500,7
chablisienn,10
jammier,9
piquanc,25
especi_price,135
cliff,21
unresolv,36
score_higher,56
gassi,34
probabl_best,181
unconvinc,12
chubbi,24
sangiovesebas,64
horribl,10
semisharp,21
catchi,12
popular_style,36
golden_mango,105
yere,11
whack,44
bellussi,12
overcom,46
prosecco_extra,76
boot,22
soup,37
afternoon,59
oakfre,10
onlyincalifornia,7
cort,23
coconutti,17
buoyanc,34
pinotag,88
ovenroast,36
jicama,24
starchi,36
maul,10
bud,37
isol,6
caramellik,8
gerla,6
oakrel,45
receiv,27
jumilla,28
meatfil,11
mataro,10
vanillin,73
oakinfus,73
88,16
befor_serv,32
outdoor,51
superfin,11
cabernetmerlot,10
lure,6
strawberrylik,6
firstclass,20
raspberryflavor,14
drink_now–2015,370
2013–2019,16
merryval,28
manipul,26
fussi,35
homespun,7
cherryflavor,46
9597,84
9294_barrel,227
9193_barrel,233
pineappleflavor,12
tommasi,24
cocktail_sipper,93
treviso,12
granola,105
health,25
chorus,10
intimid,7
pinkgrey,6
manzoni,6
1930,6
luigi,17
overpr,32
trapich,37
culprit,8
superfici,34
rate,158
palmaz,6
superdrink,29
brief_decant,65
raisinskin,22
freshfruit,9
rhônelik,45
aura,9
prone,10
defiant,13
ste,59
michell,54
ferrero,14
il,84
llc,142
erni,12
pepperyspici,11
superpremium,11
precept,9
hopp,13
roof,36
worldstyl,16
orangey,18
now2015,42
coastal_tuscani,52
case_made,254
06,199
scoop,14
450,8
artichok,19
decemb,17
dirk,10
doughnut,16
bistrostyl,17
overwork,27
oldstyl,46
bertani,10
9092_barrel,279
8991_barrel,157
reinterpret,6
skittl,10
8890_barrel,145
smoothest,12
confluenc,6
heidi,10
barrett,10
devast,10
articul,13
compuls,7
would_work,100
southern_itali,42
corvo,8
drink_now–2012,153
coolsit,8
restaur,115
broquel,16
ultradri,28
fruitysweet,33
nowher,62
99,27
05,256
cadeau,10
10year,18
chapin,42
acidtotannin,6
domest,18
leader,22
userfriend,17
dynamit,20
aloof,71
unknown,19
architectur,48
prädikat,10
summeri,13
prosecco_brut,75
cartizz,72
snack,7
bistro,16
biscotti,16
01,51
gewurz,19
ferrington,11
teach,6
intro,7
weinviertel,11
philo,9
sweetsmel,58
belcanto,8
wideopen,11
whitetea,6
sweetpea,6
stolid,9
meatier,23
6040,46
maremma,27
tuscani,234
recogn,158
ripestyl,7
submiss,13
fullish,7
ursa,10
subpar,18
upscal_fare,53
artz,8
bring_mind,43
97,31
tour,31
botryt,21
drum,31
wening,7
ahi_tuna,54
alt,7
tokalon,11
denni,7
patton,6
rhônestyl,47
almondskin,10
now–2009,29
creamysmooth,16
mid2008,18
2002,183
global,54
primarili,43
ehmos,7
carv,14
clair,61
chiarlo,13
mourvedr,19
rodney,10
assist,7
ramey,8
grudg,14
blackberrypi,13
upscal,151
peko,21
ph,7
oven,27
creme,18
03,156
frambois,19
luzon,8
tailor,19
spicebox,41
assum,13
pirouett,7
agustin,9
huneeus,10
pricier,39
concis,17
rage,9
earthward,6
sandpaperi,100
grenouill,10
frog,20
higheracid,9
raspberrycherri,28
cleanser,12
berrydriven,25
fruityoaki,10
vinous,83
crimson,10
masi,8
welltextur,11
rabbit,20
middleweight,11
shafer,25
spicecak,17
citrusinfus,10
ojai,17
1975,12
fourth,22
authorit,79
luisa,10
baldè,6
2007s,14
razorlik,6
foggier,6
149,34
starter,32
josef,16
umathum,8
radar,11
04,199
reinedin,14
brancott,25
easier,21
import_pernod,49
ricard_usa,36
pio,18
cesar,21
tonight,46
2008–2011,12
lockdown,34
morisoli,11
crafti,9
highqual,46
baixa,14
campania,21
bernardus,10
mencia,10
luna,14
lumber,30
now–2011,47
8000,8
hectar,22
peter,29
hunter,41
drink_now–2010,83
erupt,76
pureblood,10
98,29
magellan,14
billington,12
02,108
sulfuri,25
superjammi,8
goal,17
5000,24
vin_divino,52
wj,28
deutsch_son,39
17000,14
bering,42
blass,6
usa_inc,57
valckenberg,41
unforgiv,14
import_empson,68
usa_ltd,72
meadowbank,12
youngtast,9
paraiso,16
moët,35
hennessi,21
usa,269
haylik,7
vanillai,7
tapioca,7
salmonpinkcolor,7
georgia,8
stoneleigh,6
domecq,17
savvi,30
southwest,10
superfru,56
straddl,57
aw,45
omnipres,6
dismiss,24
overs,28
unwood,22
scott,40
cara,15
morrison,24
2003_vintag,107
prefac,16
assyrtiko,12
indistinguish,12
controversi,23
panel,20
backward,13
plumflavor,16
abruzzo,20
dei,46
wellchar,14
cave,9
sangiovesemerlot,6
renaiss,10
glen,25
slouch,11
quaf,62
bianchi,6
cherrydomin,6
orangecolor,6
thud,11
moist_tobacco,76
roar,12
wedg,10
pecorino,32
audaci,15
nuitsstgeorg,22
09,78
tasca,7
dalmerita,7
decant_befor,83
155_alcohol,43
squeaki,22
dolcetto,182
133,9
smasn,8
unblend,17
champagnelik,17
stake,8
sandron,10
now–2010,26
gamach,20
15_alcohol,99
chardonnaylik,16
blew,14
403030,6
126,11
norton,11
dab,14
berryflavor,31
142,15
350,11
descript,32
laurentperri,10
lawson,7
import_via,76
pacifica,30
bother,23
val,17
foster,36
america,109
swoosh,6
nz,42
dancer,12
halbtrocken,9
cure,47
beeri,15
bros,13
kremstal,10
zantho,8
joint,40
wolfgang,8
peck,6
martin,37
liqueurlik,18
prici,13
unless,47
hommag,21
clarksburg,11
nearperfect,70
wholesom,26
alexand,15
versatil_tabl,39
30000,19
barro,10
woolli,12
guanabana,7
beaujolaisvillag,7
clearer,13
hardpress,7
declassifi,21
chewier,15
briney,47
caber,7
farina,6
splinter,9
roughandtumbl,6
gambler,9
20000,22
darkcherri,18
2013–2018,15
crozeshermitag,29
puppi,16
rosback,13
constrain,11
bull,16
skate,7
aviz,6
cramant,18
mumm,27
crémant,23
pressur,9
duckhorn,29
sapori,6
italiani,6
book,14
ceretto,17
wagram,7
2011–2015,26
verdot,7
co2,26
smokysweet,21
retreat,10
departur,19
herbinflect,9
faintheart,21
fruit—a,8
underr,10
winteri,20
barnard,9
griffin,14
weinbau,27
dubrul,34
destini,9
ron,7
machherndl,6
ramp,42
cherrycassi,11
chakana,13
magnet,27
schug,13
oakier,44
chamis,6
hottest,17
allfruit,13
mainstream,79
depart,15
welltoast,10
mayacama,31
drummer,6
plaster,38
scad,35
bourgeuil,6
standin,6
simpler,35
sand,17
epic,38
loach,32
takeov,7
gewürz,50
litchi,10
145_alcohol,57
downund,6
lls,6
trifl,12
mown,15
chez,6
slocum,14
import_palm,76
dac,6
michael_skurnik,69
dollar,20
greas,8
peg,8
gargantuan,8
borg,8
grapefruitflavor,14
warmest,20
jammyfru,9
starbuck,31
negat,23
prototyp,26
portstyl,19
johann,10
2002s,6
incident,7
copious,27
sin,14
evalu,37
pot,17
youngster,18
charri,52
manifest,25
finelyground,9
hulk,18
blaufränkisch,83
divid,23
mishmash,11
gulli,8
clarendon,13
1985,10
smaragd,16
cogno,9
report,10
kögl,6
capsicum,26
wellestablish,12
civil,9
darn,27
bas,10
septima,10
dabruzzo,9
south_african,53
giorgio,15
tualatin,12
vista,29
now–2014,44
abroad,6
lungarotti,11
300,29
cano,17
porcino,7
scent_candl,46
pfaffenberg,13
han,15
setzer,8
wahluk_slope,58
pictureperfect,9
welldelin,8
roch,15
now2012,17
friski,7
lighttomedium,10
applecitrus,6
pineapplelemon,6
2003s,12
gripe,7
unreleas,8
limedriven,13
6000,8
winesel,34
ltd,208
graham,13
gooey,57
mongrel,6
concept,32
now–2008,13
straightshoot,11
ricard,13
wildstrawberri,8
now2016,9
hogu,40
extra_point,34
semillon,30
rapid,38
botrytis,15
crispen,19
côtesdurhôn,20
provenç,13
apex,6
cohn,8
graviti,11
variabl,33
kirkland,6
sever_hour,54
trisaetum,7
chambollemusigni,9
pg,33
anybodi,7
entranc,22
encompass,9
tupungato,13
racier,16
rider,10
nutshel,13
valdepeña,6
obliter,17
herbalol,9
so2,9
supermatur,18
demisec,15
pretens,14
sunwarm,11
savag,19
rasp,58
overcrop,26
chlorophyl,18
fenc,15
anywher,67
thoroughbr,10
spätlesen,6
disconnect,12
stingi,17
buffer,37
written,10
2010–2020,60
brethren,21
goldwat,6
schild,9
newish,10
piedmont,76
shorter,8
damilano,10
modernist,10
retir,10
colaroot,6
beer,15
brushstrok,13
andrew,13
shutter,7
credenti,8
sincer,20
antithesi,8
exult,15
potenc,44
6–9,15
libra,6
thicker,68
linse,7
artist,45
threefifth,9
februari,10
faith,21
sardinia,30
applenut,11
avers,6
maryhil,15
139,20
imag,28
sass,6
hotclim,10
crude,17
fiveplus,27
fatten,20
vigna,53
rampant,9
manfr,9
felsner,8
donn,8
single,14
now2020,25
midgold,24
custom,18
standalon,17
subava,9
blunt,11
attenu,18
sharplydefin,7
briefli,13
dictat,12
thicken,12
legit,16
fake,15
microwav,9
zinni,64
campo,44
borja,15
6535,7
brett,22
odor,12
jut,10
oh,25
monsieur,26
co,141
unclear,15
conserv,29
ungener,11
strawberryflavor,27
alexandr,7
analysi,26
mw,6
rhônish,17
mochainfus,11
saia,8
hardegg,7
wellappli,13
cygnus,6
colalik,20
a1,6
earlydrink,10
covey,10
bertheau,9
chablisian,43
rrv,19
encount,69
6–12,17
seco,21
châteauneuf,13
deliber,7
père,26
best_buy,219
driedspic,20
oz,8
cannon,6
panelist,39
gi,6
dunk,7
wallula,15
largescal,8
marcarini,9
kestrel,15
enigmat,9
plagu,28
inconsist,19
purpleblack,15
task,10
attitud,22
wimp,6
adènzia,6
dr,40
ought,13
berrypack,6
simpatico,11
ben,12
glaetzer,8
silag,9
earnest,6
sweepstak,7
overmanipul,8
extrarip,10
cheeki,7
unapp,13
oenophilia,6
countrystyl,101
middleoftheroad,16
pickley,9
strawberryfruit,6
sunset,6
conform,7
fruitwis,13
competitor,13
helm,13
freshwat,8
mainstay,11
swordfish,23
umbria,38
dwelley,9
amorph,16
palaterefresh,10
inbetween,10
danub,23
inert,21
defici,37
fuzzi,14
lifesav_candi,69
baldacci,12
stray,17
schramsberg,18
cablik,7
drastic,10
minc,18
fourgrap,16
skeleton,7
standpoint,7
sprig,15
absenc,36
minervoi,10
wolf,6
septemb,16
chorizo,8
fruittoacid,14
sirloin,11
fifth,22
zeller,11
eguren,28
jabbi,7
shapeless,7
caramelli,63
bretti,10
indefinit,12
holiday,16
marilyn,6
wannab,8
girl,11
einaudi,9
verduzzo,14
suitabl,41
shaft,16
folio,14
fungal,8
truck,15
musti,35
lacquer,17
reilli,6
petrolli,15
180,9
rosemount,8
lauber,20
import_robert,48
chadderdon,14
wellmatch,10
bordeauxlik,48
unbridl,8
magnifi,6
assess,17
slide,80
hanna,7
sli,27
tack,14
compil,6
meter,25
vision,14
50000,11
applei,12
florist,6
accommod,7
stomp,7
mistaken,17
cheap,37
middleag,8
gotten,8
soso,22
surefir,13
dani,8
cc,7
cheeseburg,55
provok,8
pineappley,12
budgetpr,9
stella,9
mae,6
sparkman,14
croze,8
widespread,6
silk_satin,50
fudgi,32
dessertlik,17
tale,11
feudo,10
stiffer,10
cheaper,13
relish,34
ketchup,9
trey,6
assur,14
147,18
burgundianstyl,17
walis,8
nikolaihof,6
royal,20
corpor,22
seiz,6
lot_peopl,59
fiddl,23
rosenblum,20
reliev,39
stereotyp,14
mediumgold,9
petrichor,12
saxum,16
graphic,11
worri,28
gnar,9
fungus,23
sunburst,15
offens,29
8–10,33
vigneto,25
rufina,37
peppi,20
toothpicki,15
ca,29
snoqualmi,11
drew,11
candysweet,17
beef_dish,47
panther,8
multivineyard,12
greec,19
greek,25
copi,9
portysweet,8
jazzi,17
spofford,12
con,16
vongol,16
nichola,12
palatelift,7
oakting,11
grade,38
caught,18
desclan,7
friuli,11
perrin,8
fil,22
truth,21
faraway,8
onefifth,16
problemat,34
suspect,25
tradeoff,6
crave,23
spong,6
trigger,9
higher_score,66
marengo,6
restor,20
usher,38
franz,6
owl,8
avalanch,14
bakedfruit,24
coffeeinfus,9
tempura,16
cube,12
warmweath,11
safe,31
introvert,6
sobon,9
roccolo,8
philosophi,19
corni,8
recur,11
sawn,6
higherend,15
2008s,18
revolv,36
cherrydriven,14
bourgogn,25
mazzei,11
cs,13
beaten,6
155,59
poolsid,14
routin,10
corbièr,14
moodi,13
152,25
patrick,19
tumbl,20
salvo,12
cape,37
softbodi,8
supertann,7
cherryjam,6
ibidini,7
plumi,8
foodfriendli,9
forno,21
meatbal,9
catena,11
alta,22
nutella,11
limesherbet,11
sallier,8
piazza,7
gluey,24
tomatillo,7
worthi_followup,40
whip,15
upland,12
vanillasc,54
alvaro,15
castro,7
fourteen,6
10plus,8
cusumano,11
boldest,11
jackhamm,23
frazier,9
disciplin,7
qualitymind,19
refus,11
cabernetesqu,7
critiqu,6
twoplus,9
now–2016,15
zucchini,21
saver,22
barnyardi,32
lacklust,9
garlic,72
riccardo,8
stain,14
zaftig,7
156,25
4–6_year,127
crush_granit,54
withstand,17
dustili,9
137,14
phelp,13
oldtim,8
oppenland,6
encrust,9
chimichurri,8
husch,7
tackl,7
protect,28
montalieu,14
outdon,6
overwrought,22
sidebysid,6
meticul,12
sausal,9
fruchtig,7
fonseca,17
canari,10
network,6
cornflak,9
lifeless,18
trickl,6
januari,10
june,14
chisel,67
composti,22
montepulciano_dabruzzo,78
swim,22
uncharacterist,9
cat,18
sixyearold,6
pinotlik,20
crabappl,8
nicelybalanc,6
veramont,11
ritual,6
bordeauxinspir,10
volcano,13
31000,7
casa,36
bosqu,16
blueprint,12
price_tag,45
blond,17
enabl,26
oakacc,8
forthcom,13
gamut,28
warmheart,7
38000,8
tuttifru,12
wholli,15
airdri,18
niepoort,13
agiorgitiko,16
whet,8
dub,6
crannel,7
vanillainfus,48
caustic,9
burnttast,6
cabbag,15
cigarett,14
suffic,6
portend,21
tre,15
saggi,17
teriaki_beef,58
anyway,13
acclaim,19
killer,19
time—a,7
chapouti,31
parcellair,9
méal,17
picturesqu,9
1972,22
blackberryjelli,7
wooddomin,30
amali,7
hero,9
unforgett,16
hundr,28
newoaki,19
glamor,19
